;screen_name;id;followers;friends;number_tweets;mean;variance;standard_deviation;monday;tuesday;wednesday;thursday;friday;saturday;sunday;mean_day_week;variance_day_week;standard_deviation_day_week;number_hashtags;hashtag_per_tweet;profile_image_url;profile_image_url_https
434;Eacx6_l;863260086864670720;9022;5698;170;48.25;4061.47;63.73;0.265;0.37;0.365;0.0;0.0;0.0;0.0;28.57;1128.53;33.59;20;0.175;http://pbs.twimg.com/profile_images/988858272743608325/LtINq_qK_normal.jpg;https://pbs.twimg.com/profile_images/988858272743608325/LtINq_qK_normal.jpg
435;ugboh_prince;948853774256394241;7451;7288;184;58.66;3785.58;61.53;0.0;0.0;0.775;0.225;0.0;0.0;0.0;28.57;2905.10;53.90;20;0.195;http://pbs.twimg.com/profile_images/976093966763425792/ZmdGx1yb_normal.jpg;https://pbs.twimg.com/profile_images/976093966763425792/ZmdGx1yb_normal.jpg
436;flashbang82;3083499603;80032;74688;167;235.92;125596.93;354.40;0.235;0.16;0.055;0.07;0.0;0.105;0.375;28.57;557.39;23.61;1;0.005;http://pbs.twimg.com/profile_images/974944539067764736/N_4lHrhg_normal.jpg;https://pbs.twimg.com/profile_images/974944539067764736/N_4lHrhg_normal.jpg
437;_cavi9;2187129489;5141;403;176;77.13;6030.82;77.66;0.0;0.0;0.96;0.04;0.0;0.0;0.0;28.57;4459.10;66.78;1;0.005;http://pbs.twimg.com/profile_images/988906558103965703/touLbka6_normal.jpg;https://pbs.twimg.com/profile_images/988906558103965703/touLbka6_normal.jpg
438;KaswarIdres;822743078033387520;2728;171;167;6.55;40.33;6.35;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;7;0.04;http://pbs.twimg.com/profile_images/986858416089042944/D6YD50ym_normal.jpg;https://pbs.twimg.com/profile_images/986858416089042944/D6YD50ym_normal.jpg
439;mosawa12;955026480;284971;220580;156;4.97;18.88;4.35;0.0;0.0;0.8775510204081632;0.12244897959183673;0.0;0.0;0.0;28.00;3524.57;59.37;39;0.245;http://pbs.twimg.com/profile_images/943498567439867904/n3afOly1_normal.jpg;https://pbs.twimg.com/profile_images/943498567439867904/n3afOly1_normal.jpg
440;9ix0i;735669129353527296;27728;1172;149;36.92;2359.42;48.57;0.0;0.6449704142011834;0.28402366863905326;0.03550295857988166;0.011834319526627219;0.023668639053254437;0.0;24.14;1451.55;38.10;11;0.065;http://pbs.twimg.com/profile_images/988573161871544320/YVf0ZDff_normal.jpg;https://pbs.twimg.com/profile_images/988573161871544320/YVf0ZDff_normal.jpg
441;Nasir_Ranfi;802952408435400704;44256;42352;170;322.46;384534.45;620.11;0.095;0.15;0.07;0.04;0.0;0.455;0.19;28.57;790.24;28.11;26;0.655;http://pbs.twimg.com/profile_images/945236869469605889/xdLcZKSD_normal.jpg;https://pbs.twimg.com/profile_images/945236869469605889/xdLcZKSD_normal.jpg
442;sevmiski;797861177653129216;6551;4523;160;96.66;22091.96;148.63;0.01507537688442211;0.11557788944723618;0.08040201005025126;0.1306532663316583;0.11557788944723618;0.36180904522613067;0.18090452261306533;28.43;403.10;20.08;20;0.105;http://pbs.twimg.com/profile_images/969656754245160961/U3yrX5jH_normal.jpg;https://pbs.twimg.com/profile_images/969656754245160961/U3yrX5jH_normal.jpg
443;Ivan_Andreev_Od;968595662848880640;5107;5272;170;137.59;19309.96;138.96;0.21;0.245;0.3;0.125;0.0;0.0;0.12;28.57;464.53;21.55;42;0.35;http://pbs.twimg.com/profile_images/968597402478370820/ewmKuqnf_normal.jpg;https://pbs.twimg.com/profile_images/968597402478370820/ewmKuqnf_normal.jpg
444;nonoka_1101;924481177305497600;1114;1011;126;33.00;1708.40;41.33;0.53125;0.19375;0.025;0.025;0.025;0.0;0.2;22.86;800.12;28.29;53;0.65;http://pbs.twimg.com/profile_images/976462264755666946/qEuKM3-w_normal.jpg;https://pbs.twimg.com/profile_images/976462264755666946/qEuKM3-w_normal.jpg
445;mrmr511____;987695606276730880;1880;2201;56;20.79;622.20;24.94;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9.43;533.39;23.10;26;0.14;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
446;uraaka10264;920281605469376513;1567;1482;105;7770.35;68864050.97;8298.44;0.1623931623931624;0.1452991452991453;0.17094017094017094;0.1452991452991453;0.11965811965811966;0.1282051282051282;0.1282051282051282;16.71;4.20;2.05;20;0.105;http://pbs.twimg.com/profile_images/984423279644491776/ZMGvTJ3P_normal.jpg;https://pbs.twimg.com/profile_images/984423279644491776/ZMGvTJ3P_normal.jpg
447;hillaryatula61;853543371603939328;4104;4994;161;24.48;2243.96;47.37;0.33;0.12;0.36;0.17;0.01;0.005;0.005;28.57;794.82;28.19;24;0.165;http://pbs.twimg.com/profile_images/982149325877755904/IKBfBeBu_normal.jpg;https://pbs.twimg.com/profile_images/982149325877755904/IKBfBeBu_normal.jpg
448;Sahar9944;987252691935080448;1932;1875;119;146.51;59138.60;243.18;0.05263157894736842;0.09868421052631579;0.19736842105263158;0.019736842105263157;0.17105263157894737;0.27631578947368424;0.18421052631578946;21.71;160.20;12.66;22;0.125;http://pbs.twimg.com/profile_images/987256069545185281/cio3qgMe_normal.jpg;https://pbs.twimg.com/profile_images/987256069545185281/cio3qgMe_normal.jpg
449;XAOp0yHWAspwidm;981652242666225665;1508;1358;166;335.51;373019.25;610.75;0.21;0.105;0.335;0.18;0.05;0.08;0.04;28.57;385.10;19.62;26;0.13;http://pbs.twimg.com/profile_images/983823472471302146/t27uz0kM_normal.jpg;https://pbs.twimg.com/profile_images/983823472471302146/t27uz0kM_normal.jpg
450;MehmetG28201303;926984119539650560;434;507;3;20091.67;107046694.22;10346.34;0.0;0.25;0.5;0.25;0.0;0.0;0.0;0.57;0.53;0.73;0;0.0;http://pbs.twimg.com/profile_images/989063754112536576/-UVgyzHa_normal.jpg;https://pbs.twimg.com/profile_images/989063754112536576/-UVgyzHa_normal.jpg
451;hxnry7395;916772842871631873;1657;1327;166;1889.36;8914119.76;2985.65;0.095;0.24;0.175;0.22;0.055;0.085;0.13;28.57;171.10;13.08;9;0.3;http://pbs.twimg.com/profile_images/986250671186939904/RYog-0z9_normal.jpg;https://pbs.twimg.com/profile_images/986250671186939904/RYog-0z9_normal.jpg
452;dd2b2012;883983679;2108;3701;193;690.83;544961.07;738.21;0.0;0.08;0.66;0.26;0.0;0.0;0.0;28.57;2095.67;45.78;10;0.06;http://pbs.twimg.com/profile_images/378800000456927196/4d171a4b59ec21759a9e4622aaf271b2_normal.jpeg;https://pbs.twimg.com/profile_images/378800000456927196/4d171a4b59ec21759a9e4622aaf271b2_normal.jpeg
453;mastorh_3XX;985253862679465984;765;456;16;246.50;49772.25;223.10;0.0;0.7619047619047619;0.23809523809523808;0.0;0.0;0.0;0.0;3.00;31.14;5.58;0;0.0;http://pbs.twimg.com/profile_images/988883277632196613/aot0BDPX_normal.jpg;https://pbs.twimg.com/profile_images/988883277632196613/aot0BDPX_normal.jpg
454;k00kkk00k;982840575463428096;1239;940;41;432.68;619728.12;787.23;0.12962962962962962;0.16666666666666666;0.37037037037037035;0.24074074074074073;0.0;0.05555555555555555;0.037037037037037035;7.71;42.20;6.50;16;0.105;http://pbs.twimg.com/profile_images/989443349999386624/rN4cVQYn_normal.jpg;https://pbs.twimg.com/profile_images/989443349999386624/rN4cVQYn_normal.jpg
455;Abdelmejeed11;709875958157864960;2007;2135;165;124.44;54879.82;234.26;0.0;0.0;0.875;0.125;0.0;0.0;0.0;28.57;3647.96;60.40;19;0.095;http://pbs.twimg.com/profile_images/989483821203640320/BYVRzB-z_normal.jpg;https://pbs.twimg.com/profile_images/989483821203640320/BYVRzB-z_normal.jpg
456;Oliver_20011007;808712757793067008;5385;5656;182;12665.15;230764981.99;15190.95;0.18556701030927836;0.15463917525773196;0.11855670103092783;0.08762886597938144;0.12886597938144329;0.17525773195876287;0.14948453608247422;27.71;37.06;6.09;5;0.055;http://pbs.twimg.com/profile_images/980207462773964800/t0mlM2xp_normal.jpg;https://pbs.twimg.com/profile_images/980207462773964800/t0mlM2xp_normal.jpg
457;VirtualManagerE;978955248424423426;729;4433;52;3947.77;29708453.49;5450.55;0.359375;0.203125;0.15625;0.140625;0.125;0.0;0.015625;9.14;51.27;7.16;14;0.125;http://pbs.twimg.com/profile_images/979494830123331585/9BySBZbi_normal.jpg;https://pbs.twimg.com/profile_images/979494830123331585/9BySBZbi_normal.jpg
458;MehmetG28201303;926984119539650560;434;507;3;20091.67;107046694.22;10346.34;0.0;0.25;0.5;0.25;0.0;0.0;0.0;0.57;0.53;0.73;0;0.0;http://pbs.twimg.com/profile_images/989063754112536576/-UVgyzHa_normal.jpg;https://pbs.twimg.com/profile_images/989063754112536576/-UVgyzHa_normal.jpg
459;mo2017ms;863266325145276417;137829;132856;160;2.14;1.89;1.37;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;47;0.305;http://pbs.twimg.com/profile_images/979983643094401024/8HiYv5NB_normal.jpg;https://pbs.twimg.com/profile_images/979983643094401024/8HiYv5NB_normal.jpg
460;om74_;794939220880199681;33030;13681;180;116.73;18758.73;136.96;0.0;0.15;0.755;0.095;0.0;0.0;0.0;28.57;2621.10;51.20;2;0.02;http://pbs.twimg.com/profile_images/971863922948165633/tj3-Dtm6_normal.jpg;https://pbs.twimg.com/profile_images/971863922948165633/tj3-Dtm6_normal.jpg
461;FMDA305;489671313;49855;43759;165;188.56;147827.37;384.48;0.0707070707070707;0.16666666666666666;0.41414141414141414;0.2878787878787879;0.030303030303030304;0.0;0.030303030303030304;28.29;818.49;28.61;33;0.235;http://pbs.twimg.com/profile_images/965922872794517505/ZXMHqzR1_normal.jpg;https://pbs.twimg.com/profile_images/965922872794517505/ZXMHqzR1_normal.jpg
462;2o9__;1611528361;306068;261668;159;2.18;0.55;0.74;0.625;0.095;0.0;0.0;0.0;0.045;0.235;28.57;1794.53;42.36;24;0.345;http://pbs.twimg.com/profile_images/967923372104519682/5nxkHGlr_normal.jpg;https://pbs.twimg.com/profile_images/967923372104519682/5nxkHGlr_normal.jpg
463;Osama_Mostafa72;758825351598387200;29424;21452;160;432.36;1068105.24;1033.49;0.2562814070351759;0.07537688442211055;0.2914572864321608;0.10552763819095477;0.04020100502512563;0.20603015075376885;0.02512562814070352;28.43;391.96;19.80;18;0.23;http://pbs.twimg.com/profile_images/988842453133340673/C-orA50g_normal.jpg;https://pbs.twimg.com/profile_images/988842453133340673/C-orA50g_normal.jpg
464;pklanil;3753306674;30026;7914;170;102.25;11274.02;106.18;0.0;0.25;0.435;0.315;0.0;0.0;0.0;28.57;1189.10;34.48;8;0.04;http://pbs.twimg.com/profile_images/989061212154580993/7pFF3PMC_normal.jpg;https://pbs.twimg.com/profile_images/989061212154580993/7pFF3PMC_normal.jpg
465;r5d;113599039;53440;50394;157;1104.19;4516735.10;2125.26;0.11224489795918367;0.04081632653061224;0.07653061224489796;0.20918367346938777;0.1377551020408163;0.24489795918367346;0.17857142857142858;28.00;174.86;13.22;46;0.255;http://pbs.twimg.com/profile_images/978775896986447872/FkLzJbj1_normal.jpg;https://pbs.twimg.com/profile_images/978775896986447872/FkLzJbj1_normal.jpg
466;1cil__;741812849090166784;235948;182594;158;16.13;1242.36;35.25;0.14;0.0;0.16;0.04;0.185;0.26;0.215;28.57;297.10;17.24;41;0.215;http://pbs.twimg.com/profile_images/989257227218378753/hPrEbyVr_normal.jpg;https://pbs.twimg.com/profile_images/989257227218378753/hPrEbyVr_normal.jpg
467;R5Q__;4894717961;246108;211983;165;3.13;5.47;2.34;0.015;0.77;0.215;0.0;0.0;0.0;0.0;28.57;2837.10;53.26;38;0.315;http://pbs.twimg.com/profile_images/988785931988725760/QS9XMI66_normal.jpg;https://pbs.twimg.com/profile_images/988785931988725760/QS9XMI66_normal.jpg
468;Mohamed_Reda_F;635773062;49964;40756;166;178.75;50849.66;225.50;0.0;0.0;0.1111111111111111;0.37373737373737376;0.4393939393939394;0.0707070707070707;0.005050505050505051;28.29;1160.78;34.07;2;0.04;http://pbs.twimg.com/profile_images/987118788398190592/J3ILLo7X_normal.jpg;https://pbs.twimg.com/profile_images/987118788398190592/J3ILLo7X_normal.jpg
469;Rf___ef1;1132845236;117177;116008;157;6.81;147.62;12.15;0.1306532663316583;0.6532663316582915;0.06030150753768844;0.0;0.0;0.0;0.15577889447236182;28.43;1860.53;43.13;49;0.335;http://pbs.twimg.com/profile_images/978070292533841920/5XlWaYmB_normal.jpg;https://pbs.twimg.com/profile_images/978070292533841920/5XlWaYmB_normal.jpg
470;sahdrr;783765156069343232;8050;6508;161;3.15;6.26;2.50;0.0;0.615;0.38;0.0;0.0;0.0;0.005;28.57;2170.24;46.59;50;0.35;http://pbs.twimg.com/profile_images/987029402142887937/i-4eezea_normal.jpg;https://pbs.twimg.com/profile_images/987029402142887937/i-4eezea_normal.jpg
471;nanoosh128;4525368435;33599;31964;169;4.73;17.07;4.13;0.0;0.0;0.225;0.775;0.0;0.0;0.0;28.57;2905.10;53.90;34;0.215;http://pbs.twimg.com/profile_images/989210715457236993/oWIWtuE9_normal.jpg;https://pbs.twimg.com/profile_images/989210715457236993/oWIWtuE9_normal.jpg
472;MUTAIRIFAISAL7;2828308220;256090;204558;158;96.65;73786.02;271.64;0.17;0.5;0.055;0.205;0.02;0.02;0.03;28.57;1044.53;32.32;38;0.255;http://pbs.twimg.com/profile_images/976969576297762817/5LuWV89A_normal.jpg;https://pbs.twimg.com/profile_images/976969576297762817/5LuWV89A_normal.jpg
473;atuiie121;754976741475713024;70842;68529;161;2.03;2.09;1.45;0.38;0.28;0.22;0.12;0.0;0.0;0.0;28.57;815.67;28.56;44;0.335;http://pbs.twimg.com/profile_images/982494192378269697/5NIYR8T6_normal.jpg;https://pbs.twimg.com/profile_images/982494192378269697/5NIYR8T6_normal.jpg
474;_o511_;830878096010203139;267714;235870;164;6.90;56.90;7.54;0.0;0.0;0.10880829015544041;0.8911917098445595;0.0;0.0;0.0;27.57;3529.10;59.41;43;0.26;http://pbs.twimg.com/profile_images/978055784616644608/uL8EiY8q_normal.jpg;https://pbs.twimg.com/profile_images/978055784616644608/uL8EiY8q_normal.jpg
475;_78;69754525;78795;63327;169;3294.95;39985815.70;6323.43;0.245;0.15;0.075;0.13;0.115;0.09;0.195;28.57;123.10;11.10;6;0.035;http://pbs.twimg.com/profile_images/985915694318608385/1qhR78TK_normal.jpg;https://pbs.twimg.com/profile_images/985915694318608385/1qhR78TK_normal.jpg
476;OOOQ0;4661291429;378188;297329;155;2.19;0.56;0.75;0.0;0.43434343434343436;0.5656565656565656;0.0;0.0;0.0;0.0;28.29;2048.49;45.26;61;0.34;http://pbs.twimg.com/profile_images/988411194187935747/dgyUxKtk_normal.jpg;https://pbs.twimg.com/profile_images/988411194187935747/dgyUxKtk_normal.jpg
477;layanb113;787627287525068805;41018;36110;158;3657.18;7884.73;88.80;0.11;0.095;0.19;0.2;0.18;0.11;0.115;28.57;69.10;8.31;0;0.0;http://pbs.twimg.com/profile_images/986996212179062784/9xeWeKq7_normal.jpg;https://pbs.twimg.com/profile_images/986996212179062784/9xeWeKq7_normal.jpg
478;gnonyfnon;857830025042767872;3342;3504;163;88.06;18223.69;135.00;0.0;0.05699481865284974;0.44041450777202074;0.5025906735751295;0.0;0.0;0.0;27.57;1633.39;40.42;12;0.07;http://pbs.twimg.com/profile_images/937578719589421056/NB8fMYXO_normal.jpg;https://pbs.twimg.com/profile_images/937578719589421056/NB8fMYXO_normal.jpg
479;jl7__;2501009148;14993;14427;159;34.58;5313.82;72.90;0.07035175879396985;0.39195979899497485;0.5175879396984925;0.020100502512562814;0.0;0.0;0.0;28.43;1606.82;40.09;59;0.435;http://pbs.twimg.com/profile_images/974614259203280896/d-OtD3mJ_normal.jpg;https://pbs.twimg.com/profile_images/974614259203280896/d-OtD3mJ_normal.jpg
480;yu_777777777777;976320246138089480;1669;1679;143;5689.64;77772968.37;8818.90;0.12422360248447205;0.11180124223602485;0.14285714285714285;0.08695652173913043;0.11801242236024845;0.22981366459627328;0.18633540372670807;23.00;53.71;7.33;8;0.07;http://pbs.twimg.com/profile_images/986230557011947522/htpuf40p_normal.jpg;https://pbs.twimg.com/profile_images/986230557011947522/htpuf40p_normal.jpg
481;hahabavvov;739845141448429568;625;517;189;8382.02;133100870.67;11536.94;0.355;0.05;0.1;0.08;0.065;0.095;0.255;28.57;459.10;21.43;3;0.815;http://pbs.twimg.com/profile_images/834728633654603776/K5NTkNH__normal.jpg;https://pbs.twimg.com/profile_images/834728633654603776/K5NTkNH__normal.jpg
482;StannyCzachur;917076687506067456;3561;3707;177;280.39;89762.53;299.60;0.0;0.405;0.27;0.325;0.0;0.0;0.0;28.57;1141.10;33.78;19;0.1;http://pbs.twimg.com/profile_images/917079319863808000/CtqefHDw_normal.jpg;https://pbs.twimg.com/profile_images/917079319863808000/CtqefHDw_normal.jpg
483;1ttjj;914523542045253632;9745;7994;159;2.50;0.65;0.81;0.19696969696969696;0.0;0.11616161616161616;0.30808080808080807;0.03535353535353535;0.0;0.3434343434343434;28.29;691.92;26.30;33;0.205;http://pbs.twimg.com/profile_images/988584995055984641/AKX12pfX_normal.jpg;https://pbs.twimg.com/profile_images/988584995055984641/AKX12pfX_normal.jpg
484;any_hope69;1260471194;1258;1060;164;1727.51;8787826.79;2964.43;0.08542713567839195;0.16080402010050251;0.1407035175879397;0.1407035175879397;0.15577889447236182;0.11055276381909548;0.20603015075376885;28.43;49.96;7.07;0;0.0;http://pbs.twimg.com/profile_images/986588547569381377/jKnb6xfS_normal.jpg;https://pbs.twimg.com/profile_images/986588547569381377/jKnb6xfS_normal.jpg
485;ll__l___ii;942836701222916096;15520;6521;176;95.65;20390.49;142.80;0.44;0.085;0.375;0.1;0.0;0.0;0.0;28.57;1191.96;34.52;41;0.38;http://pbs.twimg.com/profile_images/989058789621092353/ajLewx69_normal.jpg;https://pbs.twimg.com/profile_images/989058789621092353/ajLewx69_normal.jpg
486;AhmedDARONALDO;917851852435349504;418;611;1;30877.00;0.00;0.00;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.29;0.20;0.45;1;0.01;http://pbs.twimg.com/profile_images/988751379698249728/Vg_JJmHe_normal.jpg;https://pbs.twimg.com/profile_images/988751379698249728/Vg_JJmHe_normal.jpg
487;PuuVxL8ZO6cjHNp;988107264417587200;1053;1004;10;1954.30;10631754.61;3260.64;0.5384615384615384;0.3076923076923077;0.15384615384615385;0.0;0.0;0.0;0.0;1.86;6.41;2.53;0;0.0;http://pbs.twimg.com/profile_images/988110411865223170/qrOr7OX2_normal.jpg;https://pbs.twimg.com/profile_images/988110411865223170/qrOr7OX2_normal.jpg
488;sa77jj;4739016935;18324;16347;170;4734.92;61221312.33;7824.40;0.17;0.08;0.205;0.255;0.19;0.02;0.08;28.57;242.24;15.56;86;0.78;http://pbs.twimg.com/profile_images/968348334686724097/K4fp3eWM_normal.jpg;https://pbs.twimg.com/profile_images/968348334686724097/K4fp3eWM_normal.jpg
489;eslamovic14;989063484578123777;1040;1320;3;26961.67;223959224.89;14965.27;0.0;0.0;0.75;0.25;0.0;0.0;0.0;0.57;1.10;1.05;0;0.0;http://pbs.twimg.com/profile_images/989065789797027840/-QkYdda2_normal.jpg;https://pbs.twimg.com/profile_images/989065789797027840/-QkYdda2_normal.jpg
490;UOJ;32252010;5492;0;38;2657.21;27183697.75;5213.80;0.1111111111111111;0.24444444444444444;0.28888888888888886;0.06666666666666667;0.022222222222222223;0.15555555555555556;0.1111111111111111;6.43;15.67;3.96;5;0.03;http://pbs.twimg.com/profile_images/988698783205740544/_mKsPo0X_normal.jpg;https://pbs.twimg.com/profile_images/988698783205740544/_mKsPo0X_normal.jpg
491;Rei56925291;981070463383187459;1251;1259;172;1966.30;7533084.02;2744.65;0.05;0.175;0.16;0.195;0.06;0.175;0.185;28.57;127.67;11.30;16;0.105;http://pbs.twimg.com/profile_images/983685971253149696/Bm5E0QUk_normal.jpg;https://pbs.twimg.com/profile_images/983685971253149696/Bm5E0QUk_normal.jpg
492;susunpicler;877342201210036224;19651;13437;187;8624.99;121072661.41;11003.30;0.195;0.135;0.155;0.08;0.105;0.15;0.18;28.57;55.67;7.46;9;0.11;http://pbs.twimg.com/profile_images/988324496489795589/cZNCu3SY_normal.jpg;https://pbs.twimg.com/profile_images/988324496489795589/cZNCu3SY_normal.jpg
493;salxom_q;813904990720901121;1254;1877;164;1170.10;9302018.61;3049.92;0.1457286432160804;0.10552763819095477;0.19095477386934673;0.35678391959798994;0.035175879396984924;0.09547738693467336;0.07035175879396985;28.43;387.96;19.70;5;0.025;http://pbs.twimg.com/profile_images/983264459916480512/eaGdGLQt_normal.jpg;https://pbs.twimg.com/profile_images/983264459916480512/eaGdGLQt_normal.jpg
494;PRXLBCDAkveExr0;981538335461183488;1773;4017;71;73.13;18208.22;134.94;0.06593406593406594;0.06593406593406594;0.21978021978021978;0.07692307692307693;0.5384615384615384;0.03296703296703297;0.0;13.00;249.71;15.80;36;0.21;http://pbs.twimg.com/profile_images/981548501350969344/DL4L-FDH_normal.jpg;https://pbs.twimg.com/profile_images/981548501350969344/DL4L-FDH_normal.jpg
495;OutraMiha;938772602339975169;1152;0;161;552.27;1396994.35;1181.95;0.17;0.19;0.2;0.06;0.13;0.12;0.13;28.57;79.67;8.93;41;0.495;http://pbs.twimg.com/profile_images/979967922214002688/nw_BbMO1_normal.jpg;https://pbs.twimg.com/profile_images/979967922214002688/nw_BbMO1_normal.jpg
496;TEENS90967704;915444361504055296;1034;961;186;9406.59;69676124.14;8347.22;0.135;0.015;0.19;0.16;0.2;0.16;0.14;28.57;128.53;11.34;8;0.135;http://pbs.twimg.com/profile_images/954540494402478080/IHLwgHj3_normal.jpg;https://pbs.twimg.com/profile_images/954540494402478080/IHLwgHj3_normal.jpg
497;salxom_q;813904990720901121;1254;1877;164;1170.10;9302018.61;3049.92;0.1457286432160804;0.10552763819095477;0.19095477386934673;0.35678391959798994;0.035175879396984924;0.09547738693467336;0.07035175879396985;28.43;387.96;19.70;5;0.025;http://pbs.twimg.com/profile_images/983264459916480512/eaGdGLQt_normal.jpg;https://pbs.twimg.com/profile_images/983264459916480512/eaGdGLQt_normal.jpg
498;itsnaturefact;899982124228333569;139503;147383;176;3188.45;19021625.02;4361.38;0.155;0.155;0.16;0.15;0.12;0.115;0.145;28.57;11.10;3.33;0;0.0;http://pbs.twimg.com/profile_images/944906189325791232/rWkwq_l7_normal.jpg;https://pbs.twimg.com/profile_images/944906189325791232/rWkwq_l7_normal.jpg
499;asn1K__;917157913780785152;13920;12671;157;3.36;12.82;3.58;0.0;0.315;0.685;0.0;0.0;0.0;0.0;28.57;2431.96;49.31;51;0.465;http://pbs.twimg.com/profile_images/979828294886612992/BjtN8X82_normal.jpg;https://pbs.twimg.com/profile_images/979828294886612992/BjtN8X82_normal.jpg
500;C7lCl;890270813458493440;14402;12748;153;16.32;1231.03;35.09;0.34183673469387754;0.02040816326530612;0.10204081632653061;0.12755102040816327;0.07142857142857142;0.02040816326530612;0.3163265306122449;28.00;585.43;24.20;65;0.38;http://pbs.twimg.com/profile_images/988176394831192066/-WSzB7t9_normal.jpg;https://pbs.twimg.com/profile_images/988176394831192066/-WSzB7t9_normal.jpg
501;Ghada1w;705150053;367334;223522;160;3.38;7.70;2.77;0.0;0.0;0.485;0.515;0.0;0.0;0.0;28.57;2043.39;45.20;44;0.255;http://pbs.twimg.com/profile_images/989141849154707456/qU0pmoxg_normal.jpg;https://pbs.twimg.com/profile_images/989141849154707456/qU0pmoxg_normal.jpg
502;HANOOFFIII;929673648155385856;38935;34963;11;5134.64;29653579.69;5445.51;0.16666666666666666;0.08333333333333333;0.08333333333333333;0.0;0.16666666666666666;0.25;0.25;1.71;1.06;1.03;4;0.055;http://pbs.twimg.com/profile_images/945730547271327745/q9WaEIgp_normal.jpg;https://pbs.twimg.com/profile_images/945730547271327745/q9WaEIgp_normal.jpg
503;Travel2_fun;865478014812823552;126691;99708;186;13180.44;198030457.39;14072.33;0.10638297872340426;0.18617021276595744;0.1276595744680851;0.14893617021276595;0.1276595744680851;0.15425531914893617;0.14893617021276595;26.86;19.55;4.42;0;0.0;http://pbs.twimg.com/profile_images/984240120738996224/VHVP6x3h_normal.jpg;https://pbs.twimg.com/profile_images/984240120738996224/VHVP6x3h_normal.jpg
504;VitalyLauridsen;792348913462304768;73305;75581;176;6555.10;117464962.28;10838.13;0.17;0.085;0.155;0.07;0.285;0.175;0.06;28.57;215.10;14.67;0;0.0;http://pbs.twimg.com/profile_images/792372398364524544/xoJuYisk_normal.jpg;https://pbs.twimg.com/profile_images/792372398364524544/xoJuYisk_normal.jpg
505;a_lmalki1;170448604;17814;16084;158;58.91;10709.55;103.49;0.0;0.615;0.235;0.15;0.0;0.0;0.0;28.57;1789.10;42.30;39;0.23;http://pbs.twimg.com/profile_images/910878026782539776/KV_s8zdp_normal.jpg;https://pbs.twimg.com/profile_images/910878026782539776/KV_s8zdp_normal.jpg
506;Theromanumpire;944127307446235136;8354;8070;20;5346.75;38750629.39;6225.00;0.08695652173913043;0.043478260869565216;0.4782608695652174;0.34782608695652173;0.0;0.043478260869565216;0.0;3.29;16.49;4.06;1;0.005;http://pbs.twimg.com/profile_images/948773384535486464/dsupgWV3_normal.jpg;https://pbs.twimg.com/profile_images/948773384535486464/dsupgWV3_normal.jpg
507;1ainas;2213725461;56101;50028;161;13.27;529.99;23.02;0.01;0.53;0.255;0.205;0.0;0.0;0.0;28.57;1401.10;37.43;8;0.155;http://pbs.twimg.com/profile_images/984103326731198470/-lt2qy7q_normal.jpg;https://pbs.twimg.com/profile_images/984103326731198470/-lt2qy7q_normal.jpg
508;Uiii9i__;979653575382061056;1550;1010;1;11948.00;0.00;0.00;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.29;0.20;0.45;0;0.0;http://pbs.twimg.com/profile_images/988766261118107649/ovxPqkIP_normal.jpg;https://pbs.twimg.com/profile_images/988766261118107649/ovxPqkIP_normal.jpg
509;PavlidisTheo;335544569;455907;362825;197;16442.87;234658299.41;15318.56;0.1658291457286432;0.08542713567839195;0.22110552763819097;0.1407035175879397;0.11557788944723618;0.1507537688442211;0.12060301507537688;28.43;63.67;7.98;16;0.12;http://pbs.twimg.com/profile_images/929473440372928513/nNn86t0v_normal.jpg;https://pbs.twimg.com/profile_images/929473440372928513/nNn86t0v_normal.jpg
510;__Kzc;2542785605;67570;53224;160;3.87;20.43;4.52;0.09547738693467336;0.10050251256281408;0.0;0.005025125628140704;0.15577889447236182;0.07035175879396985;0.5728643216080402;28.43;1322.53;36.37;55;0.42;http://pbs.twimg.com/profile_images/972450265252139008/t79kElaf_normal.jpg;https://pbs.twimg.com/profile_images/972450265252139008/t79kElaf_normal.jpg
511;drnoursalem;2381892271;206930;86119;173;9.90;50.22;7.09;0.0;0.0;0.8542713567839196;0.1457286432160804;0.0;0.0;0.0;28.43;3440.53;58.66;17;0.095;http://pbs.twimg.com/profile_images/972421026234630144/Z4hNULR1_normal.jpg;https://pbs.twimg.com/profile_images/972421026234630144/Z4hNULR1_normal.jpg
512;Azsjj;2916214054;218012;149596;158;14.73;1272.25;35.67;0.225;0.245;0.15;0.035;0.15;0.05;0.145;28.57;214.53;14.65;60;0.445;http://pbs.twimg.com/profile_images/967503034711502848/tLju3tf8_normal.jpg;https://pbs.twimg.com/profile_images/967503034711502848/tLju3tf8_normal.jpg
